"KEY","EN","BG","ESP"
"STR_BILL_VALIDATOR_NO_PROPER_INFORMATION", "No information from bill validator",,
"STR_BILL_VALIDATOR_DISABLED_CHANNELS", "All channels are disabled",,
"STR_BILL_DIAGNOSTIC_CURR_STATE", "Current state:",,
"STR_BILL_DIAGNOSTIC_ENABLED_CHANNELS", "Enabled channels:",,
"STR_BILL_DIAGNOSTIC_OLD_STATE", "Old states:",,
"STR_DIFFERENT_CURRENCY_CODE", "Different currency code! Selected - %1",,
"STR_FIRMWARE_VERSION","Firmware version: ",,
"STR_SERIAL_NUMBER","Serial number: ","Сериен номер: ","Número de Serie: "
"STR_ENABLE_ALL_CHANNELS","ENABLE ALL CHANNELS","ВКЛЮЧИ ВСИЧКИ КАНАЛИ",""
"STR_DISABLE_ALL_CHANNELS","DISABLE ALL CHANNELS","ИЗКЛЮЧИ ВСИЧКИ КАНАЛИ",""
"STR_BILL_INAPPROPRIATE_STATE","Inapropriate state to set channels. (%1)", "Неизпълнени условия за запазване на каналите. (%1)",""
,,,
"STR_IDREADER","Id Card Scanner",,
"STR_IDREADER_SETUP","Id Card Scanner Setup",,
"STR_IDREADER_TEST","Id Card Scanner Test",,
"STR_IDREADER_DETECTING","Detecting Id Card Scanner, please wait ...",,
"STR_IDREADER_USE_ID_CARD","Use the Id Card Scanner to scan an ID.",,
"STR_IDREADER_RAW_STRING","Raw String:",,
"STR_IDREADER_DOCUMENT_NUMBER","Document Number:",,
"STR_IDREADER_COUNTRY_NAME","Country Name:",,
"STR_IDREADER_HOLDER_NAME","Holder Name:",,
"STR_IDREADER_DATE_OF_BIRTH","Date Of Birth:",,
"STR_IDREADER_EXPIRATION_DATE","Expiration Date:",,
"STR_IDREADER_DOCUMENT_TYPE","Document Type:",,
"STR_ID_TYPE_PASSPORT_BOOKLET","Passport Booklet",,
"STR_ID_TYPE_OFFICIAL_TRAVEL_DOCUMENT","Official Travel Document",,
"STR_ID_TYPE_MACHINE_VISA_A","Machine Readable Visas type A",,
"STR_ID_TYPE_MACGINE_VISA_B","Machine Readable Visas type B",,
"STR_ID_TYPE_UNKNOWN","Unknown Type",,
,,,
"STR_RIGEL_CONNECTING","Connecting...","Свързване...","Conectando..."
"STR_RIGEL_SAVING","Saving...","Записване...","El Ahorro..."
"STR_RIGEL_SETTINGS","Rigel Settings",,
"STR_RIGEL_SETTINGS_PAGE_SELECT","Select Rigel Settings Page",,
,,,
"STR_SERVER_CONTROL_SEND_WHEEL_TIME","Send time to wheel","Прати времето към колелото","Enviar tiempo a la rueda"
"STR_SERVER_CONTROL_STORE_CF", "Store CF serial number","Запамети CF сериен номер","Número de serie de la tienda CF"
"STR_SERVER_CONTROL_OPEN_DOME", "Open the dome","Отвори купола","Abre la cúpula"
"STR_SERVER_CONTROL_CLOSE_DOME","Close the dome","Затвори купола","Cierra la cúpula"
"STR_SERVER_CONTROL_START_WHEEL", "Start the wheel","Пусни колелото","Arrancar la rueda"
"STR_SERVER_CONTROL_STOP_WHEEL","Stop the wheel","Спри колелото","Parar la rueda"
"STR_SERVER_CONTROL_SWALLOW_BALL","Swallow the ball","Глътни топчето","Tragar la pelota"
"STR_SERVER_CONTROL_BLOW_BALL", "Blow the ball","Изстреляй топчето","Sopla la pelota"
"STR_SERVER_CONTROL_AFTER", "After","След",
"STR_BET_AND_CHIPS", "Bet and Chips Settings", "Бет и Чип настройки",
"STR_SIDEBET", "Side Bet Settings", "Странични залагания настройки",
"STR_MP_CHIP_ONE_MIN_BET", "Chip one must be equal to min bet!", "Чип едно трявба да бъде равен на минимален залог!",
"STR_MP_INVALID_CHIP_VALUES_ORDER", "Validation unsuccessful!!! Chip Value %1 must be less than Chip Value %2!", "Валидацията не е успешна!!! Стойността на чип %1 трябва да бъде по-малка от чип-стойност %2!",
"STR_MP_INVALID_BET_ENTRY", "Validation unsuccessful!!! Value of %1 %2 cannot be %3 %4 or %5 %6!", "Валидацията не е успешна!!! Стойността нa %1 %2 не може да бъде %3 %4 или %5 %6!",
"STR_MP_NOT_EVEN", "Validation unsuccessful!!! Value of %1 %2 cannot be odd number!", "Валидацията не е успешна!!! Стойността на %1 %2 не може да бъде нечетно число!",
"STR_BLACKJACK_MIN_MAX", "%1 bet in credits: ", "%1 залог в кредити: ",
"STR_BLACKJACK_CHIP_VALUE", "Chip %1 Value in credits:", "Чип %1 Стойност в кредити:",
"STR_MP_CHIP", "Chip", "Чип",
,,,
"STR_CURRENT","Current","Текущ","Corriente"
"STR_EXPORT_NO_SETTINGS_SET","No settings to export",,
"STR_FILENAME_MISSING","Filename missing",,
"STR_FILE_ERROR","File cannot be opened",,
"STR_DIFFERENT_VERSION","Different Product Version",,
"STR_DIFFERENT_JURISDICTION","Different Jurisdiction",,
"STR_DIFFERENT_MARKET","Different market file was imported on this machine",,
"STR_MARKET_MISMATCH","Market ID mismatch in import file",,
"STR_SERIES_MISMATCH","Series mismatch in import file",,
"STR_PRODUCT_MISMATCH","Product mismatch in import file",,
"STR_DIFFERENT_PRODUCT","Settings file is not intended for product %1",,
"STR_DIFFERENT_SERIES","Settings file is not intended for series %1",,
"STR_VERIFICATION_DATA_NOT_FOUND","Verification Data Not Found",,
"STR_VERIFICATION_DATA_NOT_EXPECTED","Unexpected Verification Data Found",,
"STR_VERIFICATION_DATA_VALUE_NOT_FOUND","Verification Data Value Not Found",,
"STR_VERIFICATION_DATA_VALUE_NOT_EXPECTED","Unexpected Verification Data Value Found",,
"STR_VERIFICATION_DATA_COUNT_MISMATCH","Verification Data Count Mismatch",,
"STR_GO_TO_NEWEST","Go to Newest","Най-нов","Más nuevo"
"STR_GO_TO_OLDEST","Go to Oldest","Най-стар","Más antiguo"
"STR_MARKET_ID_CHANGE","Market ID Change", "Смяна на маркет ID","Cambio de Mercado"
"STR_MARKET_ID","Market ID:","Маркет ID:","Versión de Mercado"
"STR_DIFFERENT_MARKET_ID","Machine not intended for market %1",,
"STR_SAME_MARKET_ID","Settings file has the same Market ID as the machine",,
"STR_MARKET_SERIAL_NUMBER_VERIFICATION_FAILED", "Market file not intended for this machine",,
"STR_GAMES_SETTINGS_VERIFICATION_FAILED","Invalid Games Settings Configuration",,
"STR_SETTINGS_IMPORTED","%1 has been imported.","%1 беше импортиран.","%1 ha sido importado."
"STR_FILE_DECRYPTION_ERROR","File cannot be decrypted",,
"STR_FILE_ENCRYPTION_ERROR","File cannot be encrypted",,
"STR_SERIAL_NUMBER_VERIFICATION_FAILED","Settings file not intended for this machine",,
"STR_INVALID_EXPORT_TYPE","Settings file not compatible with this operation",,
"STR_SOFTWARE_UPDATE","Software Update",,
"STR_TERMINAL","Terminal",,
"STR_USE_GATEWAY","Use gateway",,
"JACKPOT_LIMIT","JACKPOT_LIMIT","JACKPOT_LIMIT","JACKPOT_LIMIT"
"CELEBRATION_LOCK","CELEBRATION_LOCK","CELEBRATION_LOCK","CELEBRATION_LOCK"
"UPPER_JACKPOT_LIMIT","UPPER_JACKPOT_LIMIT","UPPER_JACKPOT_LIMIT","UPPER_JACKPOT_LIMIT"
"JACKPOT_LOCK","JACKPOT_LOCK","JACKPOT_LOCK","JACKPOT_LOCK"
,,,
"STR_R_STAT_GAME_ZERO","Zero Game %1%","Нулев Сектор %1%","Juego al Cero %1%"
"STR_R_STAT_NEIGHBOURS","Big Series %1%","Голяма Серия %1%","Vacinos del Cero %1%"
"STR_R_STAT_ORPHANS","Orphelins %1%","Орфалайн %1%","Huerfanos %1%"
"STR_R_STAT_THIRDS","Small Series %1%","Малка Серия %1%","Tercios %1%"
"STR_R_STAT_WHEEL_ZERO"," Zero %1%"," Нула %1%"," Cero %1%"
"STR_R_STAT_WHEEL_ODD"," Odd %1%"," Нечетен %1%"," Impar %1%"
"STR_R_STAT_WHEEL_EVEN"," Even %1%"," Четен %1%"," Incluso %1%"
"STR_R_STAT_WHEEL_RED"," Red %1%"," Червено %1%"," Rojo %1%"
"STR_R_STAT_WHEEL_BLACK"," Black %1%"," Черно %1%"," Negro %1%"
"STR_R_STAT_WHEEL_1ST"," 1st 12 %1%"," 1ви 12 %1%"," 1st 12 %1%"
"STR_R_STAT_WHEEL_2ND"," 2nd 12 %1%"," 2ри 12 %1%"," 2do 12 %1%"
"STR_R_STAT_WHEEL_3RD"," 3rd 12 %1%"," 3ти 12 %1%"," 3er 12 %1%"
"STR_R_STAT_WHEEL_1_18","1-18 %1%","1-18 %1%","1-18 %1%"
"STR_R_STAT_WHEEL_19_36","19-36 %1%","19-36 %1%","19-36 %1%"
"STR_R_STAT_MALFUNC","MALFUNCION VOIDS ALL PAYS AND PLAYS","MALFUNCION VOIDS ALL PAYS AND PLAYS","MALFUNCION VOIDS ALL PAYS AND PLAYS"
,,,
"STR_JP_VARIANT_CJPROGRESSIVE_1","High Cash Jackpot - 1",,
"STR_PH_BONUS_MAIN_RESPIN_INFO","Main Game Respin %1 of %2","Допълнително завъртане %1 от %2","Main Game Respin %1 of %2"
"STR_PH_BONUS_FREE_RESPIN_INFO","Free Spin Respin %1 of %2","Допълнително завъртане %1 от %2","Free Spin Respin %1 of %2"
,,,
"STR_SIDEBET_HIGH13LOW","Low 13, Exactly 13, High 13","",""
"STR_SIDEBET_PERFECT","21+3, Super7, Perfect Pair","",""
"STR_SIDEBET_TYPE","Sidebets type:","",""
"STR_SIDEBET_SUPER_SEVEN","Super7:","",""
,,,
"STR_PH_AFTER_TRANSFORM","After Transformation","След Превръщане",""
"STR_PH_AFTER_TRANSFORM_WIN","- After Transformation Win","- Печалба След Превръщане",""
"STR_PH_AFTER_TRANSF_WIN_SEPARATOR","After Transformation","След Превръщане",""
,,,
"STR_ERROR_NOT_SUPPORTED_TEST_VIEW","ERROR!!! NOT SUPPORTED VIEW","ГРЕШКА!!! ТОЗИ ТЕСТОВИ ИЗГЛЕД НЕ СЕ ПОДЪРЖА","¡¡¡ERROR!!! VISTA NO SOPORTADA"
"STR_HINT_PREVIOUS_COLOR","Previous color","Предишен цвят","Color anterior"
"STR_HINT_NEXT_COLOR","Next color","Следващ цвят","Siguiente color"
,,,
"STR_TOUCH_WHOLE_REEL","Touch Whole Reel To Respin:","",""
"STR_RESPIN_BTNS_VKB","Respin Buttons on Keyboard:","",""
,,,
"STR_FIELD_ACCOUNTING_TITLE","Detailed Accounting","",""
"STR_ACCOUNTING_FIELD_BUTTON","Detailed accounting","",""
,,,
"STR_BET_FIELD_PLAYER","Player","",""
"STR_BET_FIELD_BANKER","Banker","",""
"STR_BET_FIELD_TIE","Tie","",""
"STR_BET_FIELD_PLAYER_PAIR","Player pair","",""
"STR_BET_FIELD_BANKER_PAIR","Banker pair","",""
"STR_BET_FIELD_ANY_PAIR","Any pair","",""
"STR_BET_FIELD_PERFECT_PAIR","Perfect pair","",""
"STR_BET_FIELD_FISH","Fish 7","",""
"STR_BET_FIELD_FROG","Frog 8","",""
,,,
"STR_BET_FIELD_MAIN BET","Main bet","",""
"STR_BET_FIELD_INSURANCE","Insurance","",""
"STR_BET_FIELD_SURRENDER","Surrender","",""
"STR_BET_FIELD_EVEN MONEY","Even money","",""
"STR_BET_FIELD_LOW13","Low13","",""
"STR_BET_FIELD_ONLY13","Exactly13","",""
"STR_BET_FIELD_HIGH13","High13","",""
"STR_BET_FIELD_21AND3","21+3","",""
"STR_BET_FIELD_SUPER7","Super7","",""
"STR_BET_FIELD_PERFECTPAIR","PerfectPair","",""
,,,
"STR_NVRAM_BACCARAT_TYPE","Baccarat Type:","Тип Бакара:",""
"STR_COMMISSION","Commission","Комисионна",""
"STR_NO_COMMISSION","No Commission","Без Комисионна",""
"STR_BACCARAT_BET_CONFIG","Side Bets:","",""
"STR_BACCARAT_ENABLE_9","All side bets","",""
"STR_BACCARAT_ENABLE_3","None","",""
"STR_SIDEBET_RTP","Side bets RTP %","",""
,,,
"STR_BET_FIELD_DRAGON","Dragon","",""
"STR_BET_FIELD_TIGER","Tiger","",""
"STR_BET_FIELD_DT_TIE","Tie","",""
"STR_BET_FIELD_SUITED_TIE","Suited tie","",""
"STR_BET_FIELD_SAME_COLOR","Same color","",""
"STR_BET_FIELD_DIFFERENT_COLOR","Different color","",""
"STR_BET_FIELD_DRAGON_BIG","Dragon big","",""
"STR_BET_FIELD_TIGER_BIG","Tiger big","",""
"STR_BET_FIELD_DRAGON_SMALL","Dragon small","",""
"STR_BET_FIELD_TIGER_SMALL","Tiger small","",""
"STR_BET_FIELD_DRAGON_ODD","Dragon odd","",""
"STR_BET_FIELD_TIGER_ODD","Tiger odd","",""
"STR_BET_FIELD_DRAGON_EVEN","Dragon even","",""
"STR_BET_FIELD_TIGER_EVEN","Tiger even","",""
"STR_BET_FIELD_DRAGON_CLUB","Dragon Club","",""
"STR_BET_FIELD_TIGER_CLUB","Tiger Club","",""
"STR_BET_FIELD_DRAGON_DIAMOND","Dragon Diamond","",""
"STR_BET_FIELD_TIGER_DIAMOND","Tiger Diamond","",""
"STR_BET_FIELD_DRAGON_HEARTS","Dragon Heart","",""
"STR_BET_FIELD_TIGER_HEARTS","Tiger Heart","",""
"STR_BET_FIELD_DRAGON_SPADES","Dragon Spade","",""
"STR_BET_FIELD_TIGER_SPADES","Tiger Spade","",""
,,,
"STR_ADDITIONAL_INFO_TEXT_1","*Reel %1 Respin. Winnings must contain symbol from Reel %1.",,
"STR_ADDITIONAL_INFO_TEXT_2","*Each WILD symbol on the screen which doesn't participate in payline winnings pays the total bet of the game.",,
"STR_ADDITIONAL_INFO_TEXT_3","*Full screen with clovers symbols wins the amounts on all clovers symbols multiplied x4.",,
"STR_ADDITIONAL_INFO_TEXT_4","*k = 1 000x | M = 1 000 000x | B = 1 000 000 000x",,
"STR_WIN_FIELD_INFO_TEXT_1","Bonus Prize Feature Triggered",,
"STR_WIN_FIELD_INFO_TEXT_2","Extra wild multiplier",,
"STR_WIN_FIELD_INFO_TEXT_3","Buy Free Spins Triggered",,
"STR_WIN_FIELD_INFO_TEXT_4","Respin Reset",,
"STR_WIN_FIELD_INFO_TEXT_CAP_LIMIT","Maximum Award reached",,
"STR_PH_WAYS_PAY_BET_LABEL_1","Base Bet",,
"STR_PH_WAYS_PAY_BET_CREDIT_RESPIN","Respin Bet",,
"STR_WIN_FIELD_INFO_TEXT_JP_WIN","- %1 Prize Won",,
"STR_WIN_FIELD_INFO_TEXT_JP_WON","%1 Prize Won",,
"STR_COMMON_SETUP_MAX_RESPIN","Respin Max Bet in credits:","",""
,,,
"STR_VLT_SERVER_IP","%productLable Server IP:","IP на %productLable сървъра:",""
"STR_NTP_SERVER_IP","NTP Server IP:","IP на NTP сървъра:",""
"STR_VLT_SERVER_PORT","Port:","Порт:",""
"STR_VLT_KEEP_ALIVE","Keep Alive Time:",""
"STR_VLT_RECONNECTION_TIME","Communication Check Time:",""
"STR_VLT_STATUS","Status:",""
"STR_VLT_CONTINENT","Continent:",""
"STR_VLT_CITY","City:",""
"STR_VLT_SERVER_IP_VALIDATION","Validation unsuccessful !!! Wrong %productLable Server IP Address",""
"STR_NTP_SERVER_IP_VALIDATION","Validation unsuccessful !!! Wrong NTP Server IP Address",""
"STR_VLT_TZ_VALIDATION","Validation unsuccessful !!! Timezone not selected",""

"STR_NVRAM_VLT_SETUP_MACHINE_SERVER_IP","%productLable_SETUP_MACHINE_SERVER_IP"
"STR_NVRAM_VLT_SETUP_MACHINE_SERVER_PORT","%productLable_SETUP_MACHINE_SERVER_PORT"
"STR_NVRAM_VLT_SETUP_MACHINE_KEEP_ALIVE",%productLable_SETUP_MACHINE_KEEP_ALIVE"
"STR_NVRAM_VLT_SETUP_MACHINE_RECONNECTION_TIME","%productLable_SETUP_MACHINE_RECONNECTION_TIME"
"STR_NVRAM_VLT_NTP_SERVER_IP","%productLable_NTP_SERVER_IP"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID","%productLable_NTP_TZ_ZONE_ID"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID_PART_1","%productLable_NTP_TZ_ZONE_ID_PART_1"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID_PART_2","%productLable_NTP_TZ_ZONE_ID_PART_2"
'STR_NVRAM_VLT_CASH_OUT_VOUCHER_LIMIT","%productLable_CASH_OUT_VOUCHER_LIMIT"
"STR_NVRAM_VLT_VOUCHER_IN","%productLable_VOUCHER_IN"
"STR_NVRAM_VLT_VOUCHER_OUT","%productLable_VOUCHER_OUT"
"STR_NVRAM_VLT_VOUCHER_DATE_FORMAT","%productLable_VOUCHER_DATE_FORMAT"
"STR_NVRAM_VLT_PRINTER_ENCODING","%productLable_PRINTER_ENCODING"
"STR_NVRAM_VLT_VOUCHER_FORMAT_LANGUAGE","%productLable_VOUCHER_FORMAT_LANGUAGE"
"STR_LOADING_VLT_MANAGER","Loading %productLable Manager"
,,,
"STR_VLT_VOUCHER_IN","Voucher in:","Вкарани ваучери:","Introducir vale:"
"STR_VLT_VOUCHER_OUT","Voucher out:","Изкарани ваучери","Sacar vale:"
"STR_VLT_DATA_FORMAT","Voucher Date Format:","Формат за датата на ваучера:","Formato de Fecha de Vale:"
"STR_VLT_CASH_OUT_VOUCHER_LIMIT","Voucher Split Limit:"
"STR_VLT_PRINTER_ENCODING","Printer Encoding:"
"STR_VLT_VOUCHER_FORMAT_LANGUAGE","Voucher Language:"
"STR_LATIN1_ENCODING","Latin1 (ISO/IEC 8859-1)"
"STR_LATIN2_ENCODING","Latin2 (ISO/IEC 8859-2)"
"STR_Cyrillic_ENCODING","Cyrillic (ISO/IEC 8859-5)"
"STR_PRINTER","Printer",,
,,,
"STR_NETWORK_DIAG_INTERFACE","Interface","Interface","Interface"
"STR_NETWORK_DIAG_MAC","Mac","Mac","Mac"
"STR_NETWORK_DIAG_IP","Ip","Ip","Ip"
"STR_NETWORK_DIAG_BROADCAST_ADDRESS","Bcast","Bcast","Bcast"
"STR_NETWORK_DIAG_MASK","Mask","Mask","Mask"
"STR_NETWORK_DIAG_STATUS","Status","Status","Status"

"STR_LIFETIME_ACCOUNTING","Lifetime Accounting"
"STR_MP_INVALID_VALUE_WARNING","Invalid %1 value!!!","Невалидна стойност на %1!!!",""
"STR_MP_INVALID_CHIP_VALUE","Invalid chip %1 value!!!","Невалидна стойност на чип %1!!!","¡¡¡Valor de ficha %1 inválido!!!"
,,,
"STR_SET_ALL_PAGES","SET ALL PAGES","",""
"STR_SET_ALL_PAGES_SKIP_JP","SET ALL PAGES SKIP JP","",""
"STR_SET_ALL_PAGES_MATH","SET ALL PAGES MATH","",""
"STR_SET_ALL","SET ALL","",""
"STR_SET_ALL_SAS_ENH","SET SAS ENHANCED VALID","",""
"STR_SET_ALL_DISABLE_SAS_COM","SET DISABLE SAS COM","",""
,,,
"STR_UPDATE_TYPE","Update Method:",,
"STR_UPDATE_PRODUCT","Product to download:",,
"STR_SOFTWARE_VERSION","Software version to download:",,
"STR_VERSION_AVAILABLE","Software version available for update: %1",,
"STR_START_DOWNLOADING","Start Downloading",,
"STR_CONFIRM_DOWNLOAD","Are you sure you want to download this software version?",,
"STR_WARNING_DOWNLOAD","This may take a while. Please do not shut down!",,
"STR_OVERWRITE_DOWNLOADED","Any downloaded version will be overwritten.",,
"STR_UPDATE_READY","Update Ready!",,
"STR_TO_APPLY","To apply the update:",,
"STR_OPEN_LOGIC_DOOR","- Open and close the logic door",,
"STR_NVRAM_MUST_BE_CLEARED","NVRAM clearing procedure must be performed after Software Update.",,
"STR_PRESS_APPLY","- Press Apply button to confirm",,
"STR_WAIT_UPDATE","- Wait for update procedure to be performed",,
"STR_APPLY","Apply",,
"STR_CONFIRM_APPLY","Please be notified the Software Update will be triggered upon final confirmation!",,
"STR_CONFIRM_BTN","Confirm",,
"STR_CANCEL","Cancel",,
"STR_NOTICE","Notice",,
"STR_WARNING","WARNING!",,
"STR_USB_FLASH_DRIVE","USB Storage","USB Памет",
"STR_LOCALHOST","Localhost","Локална инсталация",
"STR_SERVERS","Servers:","Сървъри:",
"STR_LAN_NETWORK","Local Area Network","Локална мрежа",
"STR_SELECT","Select","Избери",
"STR_EGT_SERVER","EGT Server","Сървър на EGT",
"STR_MOUNT_USB_DRIVE","Mount USB","",
"STR_MOUNTING_USB_DRIVE","Mounting USB","Монтиране на USB","Montando USB"
"STR_CONNECT","Connect","Свързване",
"STR_CONNECTING","Connecting...","Свързване...",
"STR_DOWNLOAD","Download","Сваляне",
"STR_DOWNLOADING","Downloading...","Сваляне...",
"STR_VERIFYING","Verifying...","Верифициране...",
"STR_VERIFICATION_FAILED","Verification Failed","Верификацията се провали",
"STR_SIZE_NOT_AVAILABLE","Download size not available","Размер на файл за сваляне не е достъпен",
"STR_INCORRECT_SIZE_TYPE","Invalid download size data","Невалиден размер на файл за сваляне",
"STR_SIZE_MISMATCH","Download Size Mismatch","Несъответствие в размера за сваляне",
"STR_OS_BACKUP","Backing up...","Копиране",
"STR_OS_BACKUP_ERROR","OS Backup Error","Грешка при копирането на операционната система",
"STR_GAME_BACKUP","Backing up...","Копиране",
"STR_GAME_BACKUP_ERROR","Application Backup Error","Грешка при копирането на приложението",
"STR_USB_CAN_REMOVE","USB Flash Drive can be removed.",,
"STR_ZEROING","Zeroing...","Нулиране...",
"STR_PREPARING","Preparing...","Подготвяне...",
"STR_INSTALL_ERROR","Installation Error","Грешка при инсталирането",
"STR_INVALID_SERVER_SHA1","Invalid Checksum","Невалидна чексума",
