"KEY","EN","BG","ESP","PT"
"STR_BET_FIELD_TIGER_HEARTS","Tiger Heart","","Tigre Corazones","Tigre de Copas"
"STR_BET_FIELD_DRAGON_SPADES","Dragon Spade","","Dragón Espadas","Dragão de Espadas"
"STR_BET_FIELD_TIGER_SPADES","Tiger Spade","","Tigre Espadas","Tigre de Espadas"
,,,
"STR_ADDITIONAL_INFO_TEXT_1","*Reel %1 Respin. Winnings must contain symbol from Reel %1.",,"*Rodillo %1 Respin. Las ganancias deben contener símbolos del Rodillo %1.","*Nova Rodada no Cilindro %1. Os prêmios devem conter o símbolo do Cilindro %1."
"STR_ADDITIONAL_INFO_TEXT_2","*Each WILD symbol on the screen which doesn't participate in payline winnings pays the total bet of the game.",,"*Cada símbolo WILD en la pantalla que no participe en las ganancias payline pagará la apuesta total del juego.","*Cada símbolo WILD na tela que não participar dos prêmios da linha de pagamento paga a aposta total do jogo."
"STR_ADDITIONAL_INFO_TEXT_3","*Full screen with clovers symbols wins the amounts on all clovers symbols multiplied x4.",,"*La pantalla llena de símbolos de tréboles gana los montos que están sobre todos los tréboles multiplicados por x4.","*Uma tela cheia com símbolos de trevos ganha os valores de todos os símbolos de trevo multiplicads por x4."
"STR_ADDITIONAL_INFO_TEXT_4","*k = 1 000x | M = 1 000 000x | B = 1 000 000 000x",,"*k = 1 000x | M = 1 000 000x | B = 1 000 000 000x","*k = 1.000x | M = 1.000.000x | B = 1.000.000.000x"
"STR_WIN_FIELD_INFO_TEXT_1","Bonus Prize Feature Triggered",,"Activa Atracción de Recompensa Bonus","Modo de Prêmio Bônus Ativado"
"STR_WIN_FIELD_INFO_TEXT_2","Extra wild multiplier",,"Multiplicador extra wild","Multiplicador Wild adicional"
"STR_WIN_FIELD_INFO_TEXT_3","Buy Free Spins Triggered",,"Activa Comprar Free Spins","Compra de Rodadas Grátis Ativada"
"STR_WIN_FIELD_INFO_TEXT_4","Respin Reset",,"Respin Reiniciado","Redefinir Nova Rodada"
"STR_WIN_FIELD_INFO_TEXT_CAP_LIMIT","Maximum Award reached",,"Recompensa Máxima alcanzada","Prêmio Máximo alcançado"
"STR_PH_WAYS_PAY_BET_LABEL_1","Base Bet",,"Apuesta Base","Aposta Base"
"STR_PH_WAYS_PAY_BET_CREDIT_RESPIN","Respin Bet",,"Apuesta Respin","Aposta de Nova Rodada"
"STR_WIN_FIELD_INFO_TEXT_JP_WIN","- %1 Prize Won",,"- %1 Premio Ganado","- %1 Prêmio Ganho"
"STR_WIN_FIELD_INFO_TEXT_JP_WON","%1 Prize Won",,"%1 Permio Ganado","%1 Prêmio Ganho"
"STR_COMMON_SETUP_MAX_RESPIN","Respin Max Bet in credits:","","Apuesta Máxima Respin en créditos:","Aposta Máx. de Nova Rodada em créditos:"
,,,
"STR_VLT_SERVER_IP","%productLable Server IP:","IP на %productLable сървъра:","%productoEtiqueta IP del Servidor:","IP do Servidor %productLable:"
"STR_NTP_SERVER_IP","NTP Server IP:","IP на NTP сървъра:","IP del Servidor NTP:","IP do Servidor NTP:"
"STR_VLT_SERVER_PORT","Port:","Порт:","Puerto:","Porta:"
"STR_VLT_KEEP_ALIVE","Keep Alive Time:","Tiempo de Mantener con Activado:","Tempo da Manutenção da Sessão:"
"STR_VLT_RECONNECTION_TIME","Communication Check Time:","Hora de Chequeo de Comunicaciones:","Tempo de Verificação de Comunicação:"
"STR_VLT_STATUS","Status:","Estado:","Situação:"
"STR_VLT_CONTINENT","Continent:","Continente:","Continente:"
"STR_VLT_CITY","City:","Ciudad:","Cidade:"
"STR_VLT_SERVER_IP_VALIDATION","Validation unsuccessful !!! Wrong %productLable Server IP Address","¡¡¡Validación fallida!!! Error %productoEtiqueta Dirección IP del Servidor","Erro na validação!!! Endereço IP do Servidor %productLable Errado"
"STR_NTP_SERVER_IP_VALIDATION","Validation unsuccessful !!! Wrong NTP Server IP Address","¡¡¡Validación fallida!!! Error en Dirección IP del Servidor NTP","Erro na validação!!! Endereço IP do Servidor NTP Errado"
"STR_VLT_TZ_VALIDATION","Validation unsuccessful !!! Timezone not selected","¡¡¡Validación fallida!!! No se ha selecciona huso horario","Erro na validação!!! Fuso horário não selecionado"
,,,
"STR_NVRAM_VLT_SETUP_MACHINE_SERVER_IP","%productLable_SETUP_MACHINE_SERVER_IP"
"STR_NVRAM_VLT_SETUP_MACHINE_SERVER_PORT","%productLable_SETUP_MACHINE_SERVER_PORT"
"STR_NVRAM_VLT_SETUP_MACHINE_KEEP_ALIVE",%productLable_SETUP_MACHINE_KEEP_ALIVE"
"STR_NVRAM_VLT_SETUP_MACHINE_RECONNECTION_TIME","%productLable_SETUP_MACHINE_RECONNECTION_TIME"
"STR_NVRAM_VLT_NTP_SERVER_IP","%productLable_NTP_SERVER_IP"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID","%productLable_NTP_TZ_ZONE_ID"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID_PART_1","%productLable_NTP_TZ_ZONE_ID_PART_1"
"STR_NVRAM_VLT_NTP_TZ_ZONE_ID_PART_2","%productLable_NTP_TZ_ZONE_ID_PART_2"
'STR_NVRAM_VLT_CASH_OUT_VOUCHER_LIMIT","%productLable_CASH_OUT_VOUCHER_LIMIT"
"STR_NVRAM_VLT_VOUCHER_IN","%productLable_VOUCHER_IN"
"STR_NVRAM_VLT_VOUCHER_OUT","%productLable_VOUCHER_OUT"
"STR_NVRAM_VLT_VOUCHER_DATE_FORMAT","%productLable_VOUCHER_DATE_FORMAT"
"STR_NVRAM_VLT_PRINTER_ENCODING","%productLable_PRINTER_ENCODING"
"STR_NVRAM_VLT_VOUCHER_FORMAT_LANGUAGE","%productLable_VOUCHER_FORMAT_LANGUAGE"
"STR_LOADING_VLT_MANAGER","Loading %productLable Manager","Carregando Gerenciador de %productLable"
,,,
"STR_VLT_VOUCHER_IN","Voucher in:","Вкарани ваучери:","Introducir vale:","Entrada de cupom:"
"STR_VLT_VOUCHER_OUT","Voucher out:","Изкарани ваучери","Sacar vale:","Saída de cupom:"
"STR_VLT_DATA_FORMAT","Voucher Date Format:","Формат за датата на ваучера:","Formato de Fecha de Vale:","Formato da Data do Cupom:"
"STR_VLT_CASH_OUT_VOUCHER_LIMIT","Voucher Split Limit:","Límite de División de Vale:","Limite de Divisão do Cupom:"
"STR_VLT_PRINTER_ENCODING","Printer Encoding:","Codificación de Impresora:","Codificação da Impressora:"
"STR_VLT_VOUCHER_FORMAT_LANGUAGE","Voucher Language:","Idioma del Vale:","Idioma do Cupom:"
"STR_LATIN1_ENCODING","Latin1 (ISO/IEC 8859-1)","Latín1 (ISO/IEC 8859-1)","Latim1 (ISO/IEC 8859-1)"
"STR_LATIN2_ENCODING","Latin2 (ISO/IEC 8859-2)","Latín2 (ISO/IEC 8859-2)","Latim2 (ISO/IEC 8859-2)"
"STR_Cyrillic_ENCODING","Cyrillic (ISO/IEC 8859-5)","Cirílico (ISO/IEC 8859-5)","Cirílico (ISO/IEC 8859-5)"
"STR_PRINTER","Printer",,"Impresora","Impressora"
,,,
"STR_NETWORK_DIAG_INTERFACE","Interface","Interface","Interface","Interface"
"STR_NETWORK_DIAG_MAC","Mac","Mac","Mac","MAC"
"STR_NETWORK_DIAG_IP","Ip","Ip","Ip","IP"
"STR_NETWORK_DIAG_BROADCAST_ADDRESS","Bcast","Bcast","Bcast","Bcast"
"STR_NETWORK_DIAG_MASK","Mask","Mask","Mask","Máscara"
"STR_NETWORK_DIAG_STATUS","Status","Status","Status","Situação"
,,,
"STR_LIFETIME_ACCOUNTING","Contabilidad de Ciclo de Vida","Contabilidade Desde o Início"
"STR_MP_INVALID_VALUE_WARNING","Invalid %1 value!!!","Невалидна стойност на %1!!!","Valor %1 inválido!!!","Valor %1 inválido!!!"
"STR_MP_INVALID_CHIP_VALUE","Invalid chip %1 value!!!","Невалидна стойност на чип %1!!!","¡¡¡Valor de ficha %1 inválido!!!","Valor inválido do chip %1!!!"
,,,
"STR_SET_ALL_PAGES","SET ALL PAGES","","AJUSTAR TODAS LAS PÁGINAS","DEFINIR TODAS AS PÁGINAS"
"STR_SET_ALL_PAGES_SKIP_JP","SET ALL PAGES SKIP JP","","AJUSTAR TODAS LAS PÁGINAS SALTAR JP","DEFINIR TODAS AS PÁGINAS PARA PULAR JACKPOT"
"STR_SET_ALL_PAGES_MATH","SET ALL PAGES MATH","","AJUSTAR TODAS LAS PÁGINAS MATEMÁTICA","DEFINIR TODAS AS PÁGINAS COM MATEMÁTICA"
"STR_SET_ALL","SET ALL","","AJUSTAR TODAS","DEFINIR TODOS"
"STR_SET_ALL_SAS_ENH","SET SAS ENHANCED VALID","","AJUSTAR SAS AUMENTAR VALIDEZ","DEFINIR SAS APRIMORADO VÁLIDO"
"STR_SET_ALL_DISABLE_SAS_COM","SET DISABLE SAS COM","","AJUSTAR DESACTIVAR SAS COM","DEFINIR SAS COM DESABILITADO"
,,,
"STR_UPDATE_TYPE","Update Method:",,"Método de Actualización:","Método de Atualização:"
"STR_UPDATE_PRODUCT","Product to download:",,"Producto a descargar:","Produto para download:"
"STR_SOFTWARE_VERSION","Software version to download:",,"Versión de software a descargar:","Versão do software para download:"
"STR_VERSION_AVAILABLE","Software version available for update: %1",,"Versión de software disponible para actualizar: %1","Versão do software disponível para atualização: %1"
"STR_START_DOWNLOADING","Start Downloading",,"Iniciar Descarga","Começar Download"
"STR_CONFIRM_DOWNLOAD","Are you sure you want to download this software version?",,"¿Está seguro de querer descargar esta versión de software?","Deseja mesmo fazer o download desta versão do software?"
"STR_WARNING_DOWNLOAD","This may take a while. Please do not shut down!",,"Esto puede demorar un rato. ¡Favor no apagar!","Isso pode demorar um pouco. Por favor, não desligue a máquina!"
"STR_OVERWRITE_DOWNLOADED","Any downloaded version will be overwritten.",,"Toda versión ya descargada será reemplazada.","Qualquer versão baixada será substituída."
"STR_UPDATE_READY","Update Ready!",,"¡Actualización Lista!","Atualização Pronta!"
"STR_TO_APPLY","To apply the update:",,"Para aplicar la actualización:","Para aplicar a atualização:"
"STR_OPEN_LOGIC_DOOR","- Open and close the logic door",,"- Abra y cierre la puerta de la lógica","- Abra e feche a porta lógica"
"STR_NVRAM_MUST_BE_CLEARED","NVRAM clearing procedure must be performed after Software Update.",,"Deberá realizarse el procedimiento de limpieza del NVRAM tras la Actualización del Software.","O procedimento de limpeza de NVRAM deve ser executado após a Atualização do Software."
"STR_PRESS_APPLY","- Press Apply button to confirm",,"- Presione el botón Aplicar para confirmar","- Aperte o botão Aplicar para confirmar"
"STR_WAIT_UPDATE","- Wait for update procedure to be performed",,"- Espere sea realizado el procedimiento de actualización","- Aguarde a realização do procedimento de atualização"
"STR_APPLY","Apply",,"Aplicar","Aplicar"
"STR_CONFIRM_APPLY","Please be notified the Software Update will be triggered upon final confirmation!",,"¡Atento que la Actualización del Software se iniciará tras la confirmación final!","Favor observar que a Atualização de Software será ativada após a confirmação final!"
"STR_CONFIRM_BTN","Confirm",,"Confirmar","Confirmar"
"STR_CANCEL","Cancel",,"Cancelar","Cancelar"
"STR_NOTICE","Notice",,"Notificación","Aviso"
"STR_WARNING","WARNING!",,"¡ADVERTENCIA!","ALERTA!"
"STR_USB_FLASH_DRIVE","USB Storage","USB Памет","Almacenamiento USB","Armazenamento USB"
"STR_LOCALHOST","Localhost","Локална инсталация","Localhost","Host Local"
"STR_SERVERS","Servers:","Сървъри:","Servidores:","Servidores:"
"STR_LAN_NETWORK","Local Area Network","Локална мрежа","Red de Área Local","Rede Local"
"STR_SELECT","Select","Избери","Seleccionar","Selecionar"
"STR_EGT_SERVER","EGT Server","Сървър на EGT","Servidor de EGT","Servidor EGT"
"STR_MOUNT_USB_DRIVE","Mount USB","","Montar USB","Montar USB"
"STR_MOUNTING_USB_DRIVE","Mounting USB","Монтиране на USB","Montando USB","Montando USB"
"STR_CONNECT","Connect","Свързване","Conectar","Conectar"
"STR_CONNECTING","Connecting...","Свързване...","Conectando…","Conectando..."
"STR_DOWNLOAD","Download","Сваляне","Descargar","Baixar"
"STR_DOWNLOADING","Downloading...","Сваляне...","Descargando…","Baixando..."
"STR_VERIFYING","Verifying...","Верифициране...","Verificando…","Verificando..."
"STR_VERIFICATION_FAILED","Verification Failed","Верификацията се провали","Verificación fallida","Falha na Verificação"
"STR_SIZE_NOT_AVAILABLE","Download size not available","Размер на файл за сваляне не е достъпен","El tamaño de la descarga no se encuentra disponible","Tamanho do download não disponível"
"STR_INCORRECT_SIZE_TYPE","Invalid download size data","Невалиден размер на файл за сваляне","Data sobre tamaño de descarga inválida","Dados inválidos para o tamanho de download"
"STR_SIZE_MISMATCH","Download Size Mismatch","Несъответствие в размера за сваляне","Discrepancia en Tamaño de la Descarga","Tamanho de Download Incompatível"
"STR_OS_BACKUP","Backing up...","Копиране","Respaldando…","Fazendo backup..."
"STR_OS_BACKUP_ERROR","OS Backup Error","Грешка при копирането на операционната система","Error en Respaldo de OS","Erro de Backup do Sistema Operacional"
"STR_GAME_BACKUP","Backing up...","Копиране","Respaldando…","Fazendo backup..."
"STR_GAME_BACKUP_ERROR","Application Backup Error","Грешка при копирането на приложението","Error en Respaldo de Aplicación","Erro de Backup do Aplicativo"
"STR_USB_CAN_REMOVE","USB Flash Drive can be removed.",,"Puede extraer la Unidad USB","O Drive USB pode ser removido."
"STR_ZEROING","Zeroing...","Нулиране...","Poniendo a cero…","Zerando..."
"STR_PREPARING","Preparing...","Подготвяне...","Preparando…","Preparando..."
"STR_INSTALL_ERROR","Installation Error","Грешка при инсталирането","Error de Instalación","Erro de Instalação"
"STR_INVALID_SERVER_SHA1","Invalid Checksum","Невалидна чексума","Checksum Inválido","Código de verificação inválido"
"STR_UNABLE_TO_DETERMINE_SERVER_STATE","Unable to determine source state","Невъзможност да се определи състоянието на източника","No es posible determinar estado de la fuente","Não foi possível determinar o estado de origem"
"STR_SERVER_UNREACHABLE","Target Unreachable","Източникът е недостъпен","Objeto No Puede Ser Alcanzado","Destino Inacessível"
"STR_MOUNT_ERROR","Mount Error","Проблем с монтирането","Error de Montaje","Erro ao Montar"
"STR_INVALID_IMAGE_TYPE","Invalid Image","Невалиден вид на имиджа","Imagen Inválida","Imagem Inválida"
"STR_DOWNLOAD_FAILED","Download Failed","Свалянето се провали","Descarga Fallida","Falha no Download"
"STR_SOFTWARE_UPDATE_SERVER","Software Update Server","Сървър за софтуерен ъпдейт","Servidor de Actualización de Software","Servidor de Atualização de Software"
"STR_START_SERVER","Start Server","Стартирай сървъра","Arrancar Servidor","Iniciar Servidor"
"STR_STOP_SERVER","Stop Server","Спри сървъра","Detener Servidor","Parar Servidor"
"STR_STOP_SERVER_CONFIRMATION_TEXT","Do you want to stop server?","Искате ли да спрете сървъра?","¿Desea detener el servidor?","Deseja mesmo parar o servidor?"
"STR_SERVER_ID","Server ID: %1","Сървър: %1","ID del Servidor: %1","ID do Servidor: %1"
"STR_NO_SUITABLE_USB","Proper USB flash drive not found.","Подходящ USB  драйвер не е намерен.","No se ha encontrado unidad de USB apropiado","Não foi encontrado um drive USB adequado."
"STR_USB_CANNOT_MOUNT","Cannot mount USB.","USB не може да бъде монтирано.","No se puede montar el USB","Não foi possível montar o USB."
"STR_USB_UNPLUGGED","USB is unplugged.","USB устройството е извадено.","USB desconectado.","O USB está desconectado."
"STR_SERVER_STARTED","Server is running...","Сървъра работи...","El servidor está operando","O servidor está em execução..."
"STR_SERVER_PROCESS_ERROR","Cannot start server process.","Не може да се стартира процеса на сървъра.","No se puede iniciar proceso del servidor.","Não foi possível iniciar o processo do servidor."
"STR_DISCOVER_SERVER_ERROR","Cannot start discover server.","Не може да се стартира discover сървъра.","No se puede iniciar descubrir servidor.","Não foi possível iniciar a descoberta de servidor."
"STR_LINE_BEHAVIOUR_PAY_SCATTER","Scatter Pay:","","Scatter Pay:","Pagamento de Scatter:"
"STR_LINE_BEHAVIOUR_PAY_CLUSTER","Cluster Pay:","","Cluster Pay:","Pagamento de Conjunto:"
"STR_ACCOUNTING_TAB_10","Jumboways Bet 10","","Apuesta Jumboways 10","Aposta de Formas Jumbo 10"
"STR_ACCOUNTING_TAB_20","Base Bet 20","","Apuesta Base 20","Aposta Base 20"
"STR_ACCOUNTING_TAB_25","Base Bet 25","","Apuesta Base 25","Aposta Base 25"
"STR_ACCOUNTING_TAB_BUY_FREE_SPINS","Buy Free Spins","","Comprar Free Spins","Comprar Rodadas Grátis"
"STR_GAME_SETUP_MAXBETMAXLINECOEF_FORUMULA","Buy Free Spins Max Bet in credits:","","Comprar Free Spins Apuesta Máxima en créditos:","Aposta Máx. da Compra de Rodadas Grátis em créditos:"
"STR_COMMON_SETUP_MAX_BET_PER_SPIN","Max Possible Bet Per Spin:","","Apuesta Máxima Posible por Spin:","Aposta Máxima Possível por Rodada:"
"CURLE_OPERATION_TIMEDOUT","Connection Lost","Изгубена връзка със сървъра!","Se Perdió la Conexión","Conexão Perdida"
"CURLE_COULDNT_CONNECT","Connection Lost","Изгубена връзка със сървъра!","Se Perdió la Conexión","Conexão Perdida"
"CURLE_GOT_NOTHING","No Response From Server","Няма отговор от сървъра!","No hay Respuesta del Servidor","Nenhuma Resposta Do Servidor"
"CURLE_RECV_ERROR","Receiving Failure","Грешка при получаване на данните!","Falla al Recibir","Falha no Recebimento"
"VER_UPLOADER","SFU Server","SFU Server","Servidor SFU","Servidor SFU"
"STR_CLOVER_WON","Clover won",,"Gana trébol","Trevo Ganho"
"STR_JUMBOWAYS_BEHAVIOUR","Jumboways Pay Behaviour:","","Comportamiento de Pago Jumboways:","Comportamento de Pagamento de Formas Jumbo:"
"STR_BILL_EXCHANGE_CUR","Bill Validator Exchange Currency Code:",,"Código de Cambio de Divisa Validador de Billetes:","Código de Moeda de Câmbio do Validador de Notas:"
